,Location,Date,Wind_Speed
198,Wind Farm,2011-04-02 01:00:00,5.4
199,Wind Farm,2011-04-02 02:00:00,7.0
200,Wind Farm,2011-04-02 03:00:00,6.3
201,Wind Farm,2011-04-02 04:00:00,7.7
202,Wind Farm,2011-04-02 05:00:00,6.4
203,Wind Farm,2011-04-02 06:00:00,6.4
204,Wind Farm,2011-04-02 07:00:00,7.8
205,Wind Farm,2011-04-02 08:00:00,9.1
206,Wind Farm,2011-04-02 09:00:00,8.8
207,Wind Farm,2011-04-02 10:00:00,8.2
208,Wind Farm,2011-04-02 11:00:00,6.5
209,Wind Farm,2011-04-02 12:00:00,6.7
210,Wind Farm,2011-04-02 13:00:00,6.5
211,Wind Farm,2011-04-02 14:00:00,6.0
212,Wind Farm,2011-04-02 15:00:00,5.5
213,Wind Farm,2011-04-02 16:00:00,5.8
214,Wind Farm,2011-04-02 17:00:00,7.3
215,Wind Farm,2011-04-02 18:00:00,5.9
216,Wind Farm,2011-04-02 19:00:00,4.8
217,Wind Farm,2011-04-02 20:00:00,4.0
218,Wind Farm,2011-04-02 21:00:00,4.8
219,Wind Farm,2011-04-02 22:00:00,3.7
220,Wind Farm,2011-04-02 23:00:00,3.9
221,Wind Farm,2011-04-03 00:00:00,4.0
222,Wind Farm,2011-04-03 01:00:00,3.9
223,Wind Farm,2011-04-03 02:00:00,3.1
224,Wind Farm,2011-04-03 03:00:00,2.1
225,Wind Farm,2011-04-03 04:00:00,0.8
226,Wind Farm,2011-04-03 05:00:00,2.3
227,Wind Farm,2011-04-03 06:00:00,3.4
228,Wind Farm,2011-04-03 07:00:00,3.1
229,Wind Farm,2011-04-03 08:00:00,3.3
230,Wind Farm,2011-04-03 09:00:00,2.5
231,Wind Farm,2011-04-03 10:00:00,3.1
232,Wind Farm,2011-04-03 11:00:00,2.5
233,Wind Farm,2011-04-03 12:00:00,2.0
234,Wind Farm,2011-04-03 13:00:00,1.8
235,Wind Farm,2011-04-03 14:00:00,3.5
236,Wind Farm,2011-04-03 15:00:00,2.5
237,Wind Farm,2011-04-03 16:00:00,3.4
238,Wind Farm,2011-04-03 17:00:00,3.9
239,Wind Farm,2011-04-03 18:00:00,3.0
240,Wind Farm,2011-04-03 19:00:00,3.4
241,Wind Farm,2011-04-03 20:00:00,2.9
242,Wind Farm,2011-04-03 21:00:00,2.3
243,Wind Farm,2011-04-03 22:00:00,1.6
244,Wind Farm,2011-04-03 23:00:00,3.8
245,Wind Farm,2011-04-04 00:00:00,4.7
246,Wind Farm,2011-04-04 01:00:00,5.0
247,Wind Farm,2011-04-04 02:00:00,4.7
248,Wind Farm,2011-04-04 03:00:00,5.3
249,Wind Farm,2011-04-04 04:00:00,5.8
250,Wind Farm,2011-04-04 05:00:00,5.6
251,Wind Farm,2011-04-04 06:00:00,4.2
252,Wind Farm,2011-04-04 07:00:00,4.7
253,Wind Farm,2011-04-04 08:00:00,5.6
254,Wind Farm,2011-04-04 09:00:00,4.5
255,Wind Farm,2011-04-04 10:00:00,6.8
256,Wind Farm,2011-04-04 11:00:00,7.6
257,Wind Farm,2011-04-04 12:00:00,6.2
258,Wind Farm,2011-04-04 13:00:00,6.0
259,Wind Farm,2011-04-04 14:00:00,8.1
260,Wind Farm,2011-04-04 15:00:00,8.1
261,Wind Farm,2011-04-04 16:00:00,8.3
262,Wind Farm,2011-04-04 17:00:00,7.5
263,Wind Farm,2011-04-04 18:00:00,6.9
264,Wind Farm,2011-04-04 19:00:00,6.9
265,Wind Farm,2011-04-04 20:00:00,6.1
266,Wind Farm,2011-04-04 21:00:00,4.8
267,Wind Farm,2011-04-04 22:00:00,5.3
268,Wind Farm,2011-04-04 23:00:00,6.4
269,Wind Farm,2011-04-05 00:00:00,5.2
270,Wind Farm,2011-04-05 01:00:00,6.0
271,Wind Farm,2011-04-05 02:00:00,6.7
272,Wind Farm,2011-04-05 03:00:00,7.1
273,Wind Farm,2011-04-05 04:00:00,7.3
274,Wind Farm,2011-04-05 05:00:00,7.2
275,Wind Farm,2011-04-05 06:00:00,7.9
276,Wind Farm,2011-04-05 07:00:00,7.9
277,Wind Farm,2011-04-05 08:00:00,8.3
278,Wind Farm,2011-04-05 09:00:00,8.1
279,Wind Farm,2011-04-05 10:00:00,10.1
280,Wind Farm,2011-04-05 11:00:00,9.7
281,Wind Farm,2011-04-05 12:00:00,11.1
282,Wind Farm,2011-04-05 13:00:00,10.6
283,Wind Farm,2011-04-05 14:00:00,9.9
284,Wind Farm,2011-04-05 15:00:00,9.4
285,Wind Farm,2011-04-05 16:00:00,9.0
286,Wind Farm,2011-04-05 17:00:00,7.1
287,Wind Farm,2011-04-05 18:00:00,6.8
288,Wind Farm,2011-04-05 19:00:00,7.3
289,Wind Farm,2011-04-05 20:00:00,6.7
290,Wind Farm,2011-04-05 21:00:00,4.5
291,Wind Farm,2011-04-05 22:00:00,5.4
292,Wind Farm,2011-04-05 23:00:00,6.9
293,Wind Farm,2011-04-06 00:00:00,7.1
294,Wind Farm,2011-04-06 01:00:00,7.8
295,Wind Farm,2011-04-06 02:00:00,7.3
296,Wind Farm,2011-04-06 03:00:00,7.3
297,Wind Farm,2011-04-06 04:00:00,7.1
298,Wind Farm,2011-04-06 05:00:00,7.4
299,Wind Farm,2011-04-06 06:00:00,7.7
300,Wind Farm,2011-04-06 07:00:00,6.9
301,Wind Farm,2011-04-06 08:00:00,6.1
302,Wind Farm,2011-04-06 09:00:00,5.8
303,Wind Farm,2011-04-06 10:00:00,2.6
304,Wind Farm,2011-04-06 11:00:00,0.0
305,Wind Farm,2011-04-06 12:00:00,0.0
306,Wind Farm,2011-04-06 13:00:00,2.3
307,Wind Farm,2011-04-06 14:00:00,1.5
308,Wind Farm,2011-04-06 15:00:00,0.0
309,Wind Farm,2011-04-06 16:00:00,1.2
310,Wind Farm,2011-04-06 17:00:00,3.6
311,Wind Farm,2011-04-06 18:00:00,4.0
312,Wind Farm,2011-04-06 19:00:00,4.0
313,Wind Farm,2011-04-06 20:00:00,4.3
314,Wind Farm,2011-04-06 21:00:00,5.4
315,Wind Farm,2011-04-06 22:00:00,6.6
316,Wind Farm,2011-04-06 23:00:00,7.6
317,Wind Farm,2011-04-07 00:00:00,7.7
318,Wind Farm,2011-04-07 01:00:00,7.2
319,Wind Farm,2011-04-07 02:00:00,8.4
320,Wind Farm,2011-04-07 03:00:00,7.7
321,Wind Farm,2011-04-07 04:00:00,8.0
322,Wind Farm,2011-04-07 05:00:00,7.8
323,Wind Farm,2011-04-07 06:00:00,7.1
324,Wind Farm,2011-04-07 07:00:00,6.7
325,Wind Farm,2011-04-07 08:00:00,5.1
326,Wind Farm,2011-04-07 09:00:00,3.8
327,Wind Farm,2011-04-07 10:00:00,3.9
328,Wind Farm,2011-04-07 11:00:00,4.6
329,Wind Farm,2011-04-07 12:00:00,4.3
330,Wind Farm,2011-04-07 13:00:00,5.0
331,Wind Farm,2011-04-07 14:00:00,4.9
332,Wind Farm,2011-04-07 15:00:00,5.2
333,Wind Farm,2011-04-07 16:00:00,5.3
334,Wind Farm,2011-04-07 17:00:00,5.6
335,Wind Farm,2011-04-07 18:00:00,5.6
336,Wind Farm,2011-04-07 19:00:00,6.0
337,Wind Farm,2011-04-07 20:00:00,6.6
338,Wind Farm,2011-04-07 21:00:00,3.3
339,Wind Farm,2011-04-07 22:00:00,2.4
340,Wind Farm,2011-04-07 23:00:00,2.1
341,Wind Farm,2011-04-08 00:00:00,1.6
342,Wind Farm,2011-04-08 01:00:00,1.7
343,Wind Farm,2011-04-08 02:00:00,0.6
344,Wind Farm,2011-04-08 03:00:00,1.3
345,Wind Farm,2011-04-08 04:00:00,1.8
346,Wind Farm,2011-04-08 05:00:00,1.2
347,Wind Farm,2011-04-08 06:00:00,1.4
348,Wind Farm,2011-04-08 07:00:00,1.7
349,Wind Farm,2011-04-08 08:00:00,2.4
350,Wind Farm,2011-04-08 09:00:00,2.4
351,Wind Farm,2011-04-08 10:00:00,2.3
352,Wind Farm,2011-04-08 11:00:00,3.0
353,Wind Farm,2011-04-08 12:00:00,3.5
354,Wind Farm,2011-04-08 13:00:00,3.5
355,Wind Farm,2011-04-08 14:00:00,4.3
356,Wind Farm,2011-04-08 15:00:00,4.3
357,Wind Farm,2011-04-08 16:00:00,4.1
358,Wind Farm,2011-04-08 17:00:00,3.7
359,Wind Farm,2011-04-08 18:00:00,3.9
360,Wind Farm,2011-04-08 19:00:00,5.0
361,Wind Farm,2011-04-08 20:00:00,5.6
362,Wind Farm,2011-04-08 21:00:00,5.5
363,Wind Farm,2011-04-08 22:00:00,5.8
364,Wind Farm,2011-04-08 23:00:00,4.5
365,Wind Farm,2011-04-09 00:00:00,4.1
366,Wind Farm,2011-04-09 01:00:00,4.5
367,Wind Farm,2011-04-09 02:00:00,4.0
368,Wind Farm,2011-04-09 03:00:00,4.1
369,Wind Farm,2011-04-09 04:00:00,2.9
370,Wind Farm,2011-04-09 05:00:00,2.2
371,Wind Farm,2011-04-09 06:00:00,2.5
372,Wind Farm,2011-04-09 07:00:00,3.9
373,Wind Farm,2011-04-09 08:00:00,5.0
374,Wind Farm,2011-04-09 09:00:00,4.8
375,Wind Farm,2011-04-09 10:00:00,4.9
376,Wind Farm,2011-04-09 11:00:00,5.3
377,Wind Farm,2011-04-09 12:00:00,5.4
378,Wind Farm,2011-04-09 13:00:00,4.4
379,Wind Farm,2011-04-09 14:00:00,4.7
380,Wind Farm,2011-04-09 15:00:00,5.4
381,Wind Farm,2011-04-09 16:00:00,5.4
382,Wind Farm,2011-04-09 17:00:00,5.8
383,Wind Farm,2011-04-09 18:00:00,5.4
384,Wind Farm,2011-04-09 19:00:00,5.5
385,Wind Farm,2011-04-09 20:00:00,6.3
386,Wind Farm,2011-04-09 21:00:00,5.9
387,Wind Farm,2011-04-09 22:00:00,6.5
388,Wind Farm,2011-04-09 23:00:00,8.1
389,Wind Farm,2011-04-10 00:00:00,8.4
390,Wind Farm,2011-04-10 01:00:00,7.6
391,Wind Farm,2011-04-10 02:00:00,8.1
392,Wind Farm,2011-04-10 03:00:00,8.0
393,Wind Farm,2011-04-10 04:00:00,6.0
394,Wind Farm,2011-04-10 05:00:00,5.5
395,Wind Farm,2011-04-10 06:00:00,6.1
396,Wind Farm,2011-04-10 07:00:00,6.3
397,Wind Farm,2011-04-10 08:00:00,5.3
398,Wind Farm,2011-04-10 09:00:00,3.5
399,Wind Farm,2011-04-10 10:00:00,3.8
400,Wind Farm,2011-04-10 11:00:00,4.3
401,Wind Farm,2011-04-10 12:00:00,4.7
402,Wind Farm,2011-04-10 13:00:00,4.6
403,Wind Farm,2011-04-10 14:00:00,4.0
404,Wind Farm,2011-04-10 15:00:00,4.3
405,Wind Farm,2011-04-10 16:00:00,4.2
406,Wind Farm,2011-04-10 17:00:00,4.5
407,Wind Farm,2011-04-10 18:00:00,4.7
408,Wind Farm,2011-04-10 19:00:00,4.7
409,Wind Farm,2011-04-10 20:00:00,5.4
410,Wind Farm,2011-04-10 21:00:00,5.2
411,Wind Farm,2011-04-10 22:00:00,6.0
412,Wind Farm,2011-04-10 23:00:00,6.3
413,Wind Farm,2011-04-11 00:00:00,7.4
414,Wind Farm,2011-04-11 01:00:00,5.6
415,Wind Farm,2011-04-11 02:00:00,3.7
416,Wind Farm,2011-04-11 03:00:00,3.1
417,Wind Farm,2011-04-11 04:00:00,4.3
418,Wind Farm,2011-04-11 05:00:00,5.0
419,Wind Farm,2011-04-11 06:00:00,4.2
420,Wind Farm,2011-04-11 07:00:00,4.8
421,Wind Farm,2011-04-11 08:00:00,5.1
422,Wind Farm,2011-04-11 09:00:00,4.2
423,Wind Farm,2011-04-11 10:00:00,2.7
424,Wind Farm,2011-04-11 11:00:00,2.7
425,Wind Farm,2011-04-11 12:00:00,2.6
426,Wind Farm,2011-04-11 13:00:00,3.3
427,Wind Farm,2011-04-11 14:00:00,4.9
428,Wind Farm,2011-04-11 15:00:00,5.2
429,Wind Farm,2011-04-11 16:00:00,4.7
430,Wind Farm,2011-04-11 17:00:00,6.1
431,Wind Farm,2011-04-11 18:00:00,7.6
432,Wind Farm,2011-04-11 19:00:00,7.2
433,Wind Farm,2011-04-11 20:00:00,6.8
434,Wind Farm,2011-04-11 21:00:00,7.8
435,Wind Farm,2011-04-11 22:00:00,7.8
436,Wind Farm,2011-04-11 23:00:00,7.4
437,Wind Farm,2011-04-12 00:00:00,11.1
438,Wind Farm,2011-04-12 01:00:00,6.3
439,Wind Farm,2011-04-12 02:00:00,4.6
440,Wind Farm,2011-04-12 03:00:00,5.8
441,Wind Farm,2011-04-12 04:00:00,6.9
442,Wind Farm,2011-04-12 05:00:00,7.0
443,Wind Farm,2011-04-12 06:00:00,7.3
444,Wind Farm,2011-04-12 07:00:00,7.5
445,Wind Farm,2011-04-12 08:00:00,6.6
446,Wind Farm,2011-04-12 09:00:00,6.4
447,Wind Farm,2011-04-12 10:00:00,6.8
448,Wind Farm,2011-04-12 11:00:00,7.2
449,Wind Farm,2011-04-12 12:00:00,8.0
450,Wind Farm,2011-04-12 13:00:00,7.6
451,Wind Farm,2011-04-12 14:00:00,8.2
452,Wind Farm,2011-04-12 15:00:00,9.2
453,Wind Farm,2011-04-12 16:00:00,8.3
454,Wind Farm,2011-04-12 17:00:00,8.0
455,Wind Farm,2011-04-12 18:00:00,7.6
456,Wind Farm,2011-04-12 19:00:00,7.4
457,Wind Farm,2011-04-12 20:00:00,5.5
458,Wind Farm,2011-04-12 21:00:00,4.6
459,Wind Farm,2011-04-12 22:00:00,3.6
460,Wind Farm,2011-04-12 23:00:00,2.9
461,Wind Farm,2011-04-13 00:00:00,3.0
462,Wind Farm,2011-04-13 01:00:00,4.4
463,Wind Farm,2011-04-13 02:00:00,5.9
464,Wind Farm,2011-04-13 03:00:00,4.8
465,Wind Farm,2011-04-13 04:00:00,5.1
466,Wind Farm,2011-04-13 05:00:00,4.7
467,Wind Farm,2011-04-13 06:00:00,4.6
468,Wind Farm,2011-04-13 07:00:00,4.6
469,Wind Farm,2011-04-13 08:00:00,3.6
470,Wind Farm,2011-04-13 09:00:00,3.0
471,Wind Farm,2011-04-13 10:00:00,3.1
472,Wind Farm,2011-04-13 11:00:00,3.8
473,Wind Farm,2011-04-13 12:00:00,5.4
474,Wind Farm,2011-04-13 13:00:00,5.7
475,Wind Farm,2011-04-13 14:00:00,5.2
476,Wind Farm,2011-04-13 15:00:00,4.5
477,Wind Farm,2011-04-13 16:00:00,3.6
478,Wind Farm,2011-04-13 17:00:00,3.2
479,Wind Farm,2011-04-13 18:00:00,4.2
480,Wind Farm,2011-04-13 19:00:00,3.0
481,Wind Farm,2011-04-13 20:00:00,1.3
482,Wind Farm,2011-04-13 21:00:00,2.4
483,Wind Farm,2011-04-13 22:00:00,1.4
484,Wind Farm,2011-04-13 23:00:00,1.1
485,Wind Farm,2011-04-14 00:00:00,1.4
486,Wind Farm,2011-04-14 01:00:00,2.0
487,Wind Farm,2011-04-14 02:00:00,3.1
488,Wind Farm,2011-04-14 03:00:00,2.6
489,Wind Farm,2011-04-14 04:00:00,1.9
490,Wind Farm,2011-04-14 05:00:00,1.9
491,Wind Farm,2011-04-14 06:00:00,2.1
492,Wind Farm,2011-04-14 07:00:00,2.4
493,Wind Farm,2011-04-14 08:00:00,2.9
494,Wind Farm,2011-04-14 09:00:00,2.3
495,Wind Farm,2011-04-14 10:00:00,1.5
496,Wind Farm,2011-04-14 11:00:00,1.6
497,Wind Farm,2011-04-14 12:00:00,0.9
498,Wind Farm,2011-04-14 13:00:00,1.2
499,Wind Farm,2011-04-14 14:00:00,1.1
500,Wind Farm,2011-04-14 15:00:00,1.4
501,Wind Farm,2011-04-14 16:00:00,1.3
502,Wind Farm,2011-04-14 17:00:00,2.6
503,Wind Farm,2011-04-14 18:00:00,3.0
504,Wind Farm,2011-04-14 19:00:00,2.8
505,Wind Farm,2011-04-14 20:00:00,2.8
506,Wind Farm,2011-04-14 21:00:00,2.5
507,Wind Farm,2011-04-14 22:00:00,2.8
508,Wind Farm,2011-04-14 23:00:00,3.0
509,Wind Farm,2011-04-15 00:00:00,3.5
510,Wind Farm,2011-04-15 01:00:00,4.3
511,Wind Farm,2011-04-15 02:00:00,3.7
512,Wind Farm,2011-04-15 03:00:00,3.0
513,Wind Farm,2011-04-15 04:00:00,3.2
514,Wind Farm,2011-04-15 05:00:00,4.1
515,Wind Farm,2011-04-15 06:00:00,3.9
516,Wind Farm,2011-04-15 07:00:00,4.1
517,Wind Farm,2011-04-15 08:00:00,3.0
518,Wind Farm,2011-04-15 09:00:00,2.2
519,Wind Farm,2011-04-15 10:00:00,2.8
520,Wind Farm,2011-04-15 11:00:00,3.7
521,Wind Farm,2011-04-15 12:00:00,4.1
522,Wind Farm,2011-04-15 13:00:00,3.8
523,Wind Farm,2011-04-15 14:00:00,3.4
524,Wind Farm,2011-04-15 15:00:00,3.9
525,Wind Farm,2011-04-15 16:00:00,3.2
526,Wind Farm,2011-04-15 17:00:00,3.1
527,Wind Farm,2011-04-15 18:00:00,3.1
528,Wind Farm,2011-04-15 19:00:00,3.3
529,Wind Farm,2011-04-15 20:00:00,3.3
530,Wind Farm,2011-04-15 21:00:00,4.1
531,Wind Farm,2011-04-15 22:00:00,5.1
532,Wind Farm,2011-04-15 23:00:00,5.2
533,Wind Farm,2011-04-16 00:00:00,5.3
534,Wind Farm,2011-04-16 01:00:00,5.1
535,Wind Farm,2011-04-16 02:00:00,3.5
536,Wind Farm,2011-04-16 03:00:00,3.7
