Time,Solar,Wind
2011-03-30 14:00:00,181622.06,0.0
2011-03-30 15:00:00,171286.96,0.0
2011-03-30 16:00:00,151419.88,0.0
2011-03-30 17:00:00,144547.76,7880.0
2011-03-30 18:00:00,103608.28,11980.0
2011-03-30 19:00:00,45889.5,13964.0
2011-03-30 20:00:00,17405.22,9356.0
2011-03-30 21:00:00,0.0,8708.0
2011-03-30 22:00:00,0.0,9068.0
2011-03-30 23:00:00,0.0,13600.0
2011-03-31 00:00:00,0.0,17760.0
2011-03-31 01:00:00,0.0,21300.0
2011-03-31 02:00:00,0.0,17852.0
2011-03-31 03:00:00,0.0,21452.0
2011-03-31 04:00:00,0.0,20288.0
2011-03-31 05:00:00,0.0,19928.0
2011-03-31 06:00:00,0.0,18196.0
2011-03-31 07:00:00,0.0,18740.0
2011-03-31 08:00:00,0.0,19668.0
2011-03-31 09:00:00,0.0,19728.0
2011-03-31 10:00:00,0.0,3184.0
2011-03-31 11:00:00,0.0,0.0
2011-03-31 12:00:00,0.0,0.0
2011-03-31 13:00:00,0.0,0.0
2011-03-31 14:00:00,0.0,0.0
2011-03-31 15:00:00,0.0,0.0
2011-03-31 16:00:00,0.0,3896.0
2011-03-31 17:00:00,0.0,23292.0
2011-03-31 18:00:00,0.0,23852.0
2011-03-31 19:00:00,0.0,28912.0
2011-03-31 20:00:00,0.0,35920.0
2011-03-31 21:00:00,0.0,31080.0
2011-03-31 22:00:00,0.0,30572.0
2011-03-31 23:00:00,0.0,27768.0
2011-04-01 00:00:00,0.0,24460.0
2011-04-01 01:00:00,0.0,29264.0
2011-04-01 02:00:00,0.0,32296.0
2011-04-01 03:00:00,0.0,34740.0
2011-04-01 04:00:00,0.0,21688.0
2011-04-01 05:00:00,0.0,12688.0
2011-04-01 06:00:00,0.0,11292.0
2011-04-01 07:00:00,0.0,15020.0
2011-04-01 08:00:00,0.0,11324.0
2011-04-01 09:00:00,17230.72,9428.0
2011-04-01 10:00:00,59091.78,9000.0
2011-04-01 11:00:00,106436.34,8740.0
2011-04-01 12:00:00,159772.7,11396.0
2011-04-01 13:00:00,154503.48,0.0
2011-04-01 14:00:00,184314.52,0.0
2011-04-01 15:00:00,193665.1,16864.0
2011-04-01 16:00:00,182476.18,14752.0
2011-04-01 17:00:00,72568.7,7008.0
2011-04-01 18:00:00,59388.32,14212.0
2011-04-01 19:00:00,50387.76,9004.0
2011-04-01 20:00:00,10691.82,5764.0
2011-04-01 21:00:00,0.0,7708.0
2011-04-01 22:00:00,0.0,8972.0
2011-04-01 23:00:00,0.0,13036.0
2011-04-02 00:00:00,0.0,15692.0
2011-04-02 01:00:00,0.0,13936.0
2011-04-02 02:00:00,0.0,8256.0
2011-04-02 03:00:00,0.0,17316.0
2011-04-02 04:00:00,0.0,13736.0
2011-04-02 05:00:00,0.0,24668.0
2011-04-02 06:00:00,0.0,13320.0
2011-04-02 07:00:00,0.0,14316.0
2011-04-02 08:00:00,0.0,24916.0
2011-04-02 09:00:00,16684.1,36472.0
2011-04-02 10:00:00,27737.48,32888.0
2011-04-02 11:00:00,71747.18,25304.0
2011-04-02 12:00:00,111868.0,12660.0
2011-04-02 13:00:00,51762.0,13040.0
2011-04-02 14:00:00,36152.12,6428.0
2011-04-02 15:00:00,58406.64,1172.0
2011-04-02 16:00:00,49918.74,0.0
2011-04-02 17:00:00,93624.22,2140.0
2011-04-02 18:00:00,57060.5,8520.0
2011-04-02 19:00:00,13402.26,5636.0
2011-04-02 20:00:00,7802.02,1164.0
2011-04-02 21:00:00,0.0,0.0
2011-04-02 22:00:00,0.0,0.0
2011-04-02 23:00:00,0.0,0.0
2011-04-03 00:00:00,0.0,0.0
2011-04-03 01:00:00,0.0,0.0
2011-04-03 02:00:00,0.0,0.0
2011-04-03 03:00:00,0.0,0.0
2011-04-03 04:00:00,0.0,0.0
2011-04-03 05:00:00,0.0,0.0
2011-04-03 06:00:00,0.0,0.0
2011-04-03 07:00:00,0.0,0.0
2011-04-03 08:00:00,0.0,0.0
2011-04-03 09:00:00,7641.74,0.0
2011-04-03 10:00:00,12016.68,0.0
2011-04-03 11:00:00,13706.3,0.0
2011-04-03 12:00:00,15794.34,0.0
2011-04-03 13:00:00,11570.92,0.0
2011-04-03 14:00:00,0.0,0.0
2011-04-03 15:00:00,1399.8813768,1764.0
2011-04-03 16:00:00,2975.9174213,416.0
2011-04-03 17:00:00,3567.74,1552.0
2011-04-03 18:00:00,7458.84,2448.0
2011-04-03 19:00:00,5841.14,964.0
2011-04-03 20:00:00,739.215768,1504.0
2011-04-03 21:00:00,0.0,1068.0
2011-04-03 22:00:00,0.0,464.0
2011-04-03 23:00:00,0.0,8.0
2011-04-04 00:00:00,0.0,2964.0
2011-04-04 01:00:00,0.0,5324.0
2011-04-04 02:00:00,0.0,6152.0
2011-04-04 03:00:00,0.0,4968.0
2011-04-04 04:00:00,0.0,7352.0
2011-04-04 05:00:00,0.0,9816.0
2011-04-04 06:00:00,0.0,8384.0
2011-04-04 07:00:00,0.0,3664.0
2011-04-04 08:00:00,0.0,5304.0
2011-04-04 09:00:00,10891.42,8712.0
2011-04-04 10:00:00,8343.22,3740.0
2011-04-04 11:00:00,16420.84,0.0
2011-04-04 12:00:00,17189.48,0.0
2011-04-04 13:00:00,14998.96,0.0
2011-04-04 14:00:00,24264.02,0.0
2011-04-04 15:00:00,55020.36,0.0
2011-04-04 16:00:00,26899.04,0.0
2011-04-04 17:00:00,16737.64,2648.0
2011-04-04 18:00:00,14675.38,20540.0
2011-04-04 19:00:00,10847.74,15980.0
2011-04-04 20:00:00,6939.36,15604.0
2011-04-04 21:00:00,0.0,12132.0
2011-04-04 22:00:00,0.0,5808.0
2011-04-04 23:00:00,0.0,8152.0
2011-04-05 00:00:00,0.0,13500.0
2011-04-05 01:00:00,0.0,7016.0
2011-04-05 02:00:00,0.0,10588.0
2011-04-05 03:00:00,0.0,15852.0
2011-04-05 04:00:00,0.0,18580.0
2011-04-05 05:00:00,0.0,20612.0
2011-04-05 06:00:00,0.0,18272.0
2011-04-05 07:00:00,0.0,25796.0
2011-04-05 08:00:00,0.0,25896.0
2011-04-05 09:00:00,14530.46,29436.0
2011-04-05 10:00:00,69224.08,4948.0
2011-04-05 11:00:00,64025.7,0.0
2011-04-05 12:00:00,88716.0,0.0
2011-04-05 13:00:00,126958.0,0.0
2011-04-05 14:00:00,139942.56,0.0
2011-04-05 15:00:00,149885.02,0.0
2011-04-05 16:00:00,174265.36,0.0
2011-04-05 17:00:00,159567.62,23088.0
2011-04-05 18:00:00,101421.36,17772.0
2011-04-05 19:00:00,51361.22,16476.0
2011-04-05 20:00:00,11696.18,19884.0
2011-04-05 21:00:00,0.0,17100.0
2011-04-05 22:00:00,0.0,4936.0
2011-04-05 23:00:00,0.0,8868.0
2011-04-06 00:00:00,0.0,17100.0
2011-04-06 01:00:00,0.0,19072.0
2011-04-06 02:00:00,0.0,25868.0
2011-04-06 03:00:00,0.0,19896.0
2011-04-06 04:00:00,0.0,18976.0
2011-04-06 05:00:00,0.0,17480.0
2011-04-06 06:00:00,0.0,20676.0
2011-04-06 07:00:00,0.0,24008.0
2011-04-06 08:00:00,0.0,18036.0
2011-04-06 09:00:00,5649.92,12380.0
2011-04-06 10:00:00,13734.12,10164.0
2011-04-06 11:00:00,12732.92,2076.0
2011-04-06 12:00:00,18042.96,0.0
2011-04-06 13:00:00,23922.78,0.0
2011-04-06 14:00:00,26451.04,0.0
2011-04-06 15:00:00,18282.3,216.0
2011-04-06 16:00:00,13140.46,0.0
2011-04-06 17:00:00,19322.06,0.0
2011-04-06 18:00:00,11849.36,340.0
2011-04-06 19:00:00,7796.44,2480.0
2011-04-06 20:00:00,0.0,2836.0
2011-04-06 21:00:00,0.0,3556.0
2011-04-06 22:00:00,0.0,7996.0
2011-04-06 23:00:00,0.0,12336.0
2011-04-07 00:00:00,0.0,21756.0
2011-04-07 01:00:00,0.0,23824.0
2011-04-07 02:00:00,0.0,19708.0
2011-04-07 03:00:00,0.0,30184.0
2011-04-07 04:00:00,0.0,24460.0
2011-04-07 05:00:00,0.0,27128.0
2011-04-07 06:00:00,0.0,25328.0
2011-04-07 07:00:00,0.0,19304.0
2011-04-07 08:00:00,0.0,15376.0
2011-04-07 09:00:00,5543.7,6988.0
2011-04-07 10:00:00,16516.96,1836.0
2011-04-07 11:00:00,31828.62,0.0
2011-04-07 12:00:00,38498.76,0.0
2011-04-07 13:00:00,63334.86,1552.0
2011-04-07 14:00:00,127923.1,5692.0
2011-04-07 15:00:00,93663.12,5288.0
2011-04-07 16:00:00,95511.36,6088.0
2011-04-07 17:00:00,81545.64,6832.0
2011-04-07 18:00:00,57539.84,7368.0
2011-04-07 19:00:00,30506.82,7872.0
2011-04-07 20:00:00,11789.32,10708.0
2011-04-07 21:00:00,0.0,14272.0
2011-04-07 22:00:00,0.0,1900.0
2011-04-07 23:00:00,0.0,504.0
2011-04-08 00:00:00,0.0,156.0
2011-04-08 01:00:00,0.0,52.0
2011-04-08 02:00:00,0.0,64.0
2011-04-08 03:00:00,0.0,0.0
2011-04-08 04:00:00,0.0,0.0
2011-04-08 05:00:00,0.0,4.0
2011-04-08 06:00:00,0.0,0.0
2011-04-08 07:00:00,0.0,0.0
2011-04-08 08:00:00,0.0,12.0
2011-04-08 09:00:00,3245.5910559999998,452.0
2011-04-08 10:00:00,15047.12,400.0
2011-04-08 11:00:00,21790.26,220.0
2011-04-08 12:00:00,31894.82,872.0
2011-04-08 13:00:00,65948.52,1592.0
2011-04-08 14:00:00,77205.74,1612.0
2011-04-08 15:00:00,72932.26,3244.0
2011-04-08 16:00:00,85350.94,3048.0
2011-04-08 17:00:00,42770.92,2596.0
2011-04-08 18:00:00,38158.72,1996.0
2011-04-08 19:00:00,31140.74,2308.0
2011-04-08 20:00:00,13375.44,4948.0
2011-04-08 21:00:00,0.0,8644.0
2011-04-08 22:00:00,0.0,8820.0
2011-04-08 23:00:00,0.0,10148.0
2011-04-09 00:00:00,0.0,5556.0
2011-04-09 01:00:00,0.0,3636.0
2011-04-09 02:00:00,0.0,4600.0
2011-04-09 03:00:00,0.0,3080.0
2011-04-09 04:00:00,0.0,3228.0
2011-04-09 05:00:00,0.0,1216.0
2011-04-09 06:00:00,0.0,268.0
2011-04-09 07:00:00,0.0,508.0
2011-04-09 08:00:00,0.0,2752.0
2011-04-09 09:00:00,20410.74,6240.0
2011-04-09 10:00:00,58508.0,5184.0
2011-04-09 11:00:00,103281.88,5368.0
2011-04-09 12:00:00,145061.86,6520.0
2011-04-09 13:00:00,175778.34,7112.0
2011-04-09 14:00:00,181493.76,3496.0
2011-04-09 15:00:00,189285.38,5044.0
2011-04-09 16:00:00,172140.68,6804.0
2011-04-09 17:00:00,146454.98,7124.0
2011-04-09 18:00:00,83405.08,8688.0
2011-04-09 19:00:00,49095.08,7624.0
2011-04-09 20:00:00,14211.06,7820.0
2011-04-09 21:00:00,0.0,11840.0
2011-04-09 22:00:00,0.0,10500.0
2011-04-09 23:00:00,0.0,13548.0
2011-04-10 00:00:00,0.0,27700.0
2011-04-10 01:00:00,0.0,30252.0
2011-04-10 02:00:00,0.0,24196.0
2011-04-10 03:00:00,0.0,28088.0
2011-04-10 04:00:00,0.0,26448.0
2011-04-10 05:00:00,0.0,11996.0
2011-04-10 06:00:00,0.0,8732.0
2011-04-10 07:00:00,0.0,10652.0
2011-04-10 08:00:00,0.0,12164.0
2011-04-10 09:00:00,3883.9528005999996,7200.0
2011-04-10 10:00:00,11133.62,2104.0
2011-04-10 11:00:00,35126.4,2468.0
2011-04-10 12:00:00,69899.16,3536.0
2011-04-10 13:00:00,139594.64,4980.0
2011-04-10 14:00:00,158988.0,4304.0
2011-04-10 15:00:00,166274.0,2460.0
2011-04-10 16:00:00,151217.5,3376.0
2011-04-10 17:00:00,125255.32,3076.0
2011-04-10 18:00:00,88971.86,4024.0
2011-04-10 19:00:00,42888.62,4812.0
2011-04-10 20:00:00,13070.04,4964.0
2011-04-10 21:00:00,0.0,6924.0
2011-04-10 22:00:00,0.0,6536.0
2011-04-10 23:00:00,0.0,11024.0
2011-04-11 00:00:00,0.0,12108.0
2011-04-11 01:00:00,0.0,19288.0
2011-04-11 02:00:00,0.0,8064.0
2011-04-11 03:00:00,0.0,2704.0
2011-04-11 04:00:00,0.0,1440.0
2011-04-11 05:00:00,0.0,4456.0
2011-04-11 06:00:00,0.0,6792.0
2011-04-11 07:00:00,0.0,3796.0
2011-04-11 08:00:00,0.0,5324.0
2011-04-11 09:00:00,17808.56,6108.0
2011-04-11 10:00:00,47135.52,3860.0
2011-04-11 11:00:00,47602.84,644.0
2011-04-11 12:00:00,33174.58,544.0
2011-04-11 13:00:00,40464.38,472.0
2011-04-11 14:00:00,30984.62,1208.0
2011-04-11 15:00:00,22154.28,4864.0
2011-04-11 16:00:00,18552.62,6200.0
2011-04-11 17:00:00,36331.3,4104.0
2011-04-11 18:00:00,36407.2,10160.0
2011-04-11 19:00:00,30185.16,20148.0
2011-04-11 20:00:00,17623.56,17716.0
2011-04-11 21:00:00,0.0,14756.0
2011-04-11 22:00:00,0.0,23176.0
2011-04-11 23:00:00,0.0,22476.0
2011-04-12 00:00:00,0.0,18640.0
2011-04-12 01:00:00,0.0,43152.0
2011-04-12 02:00:00,0.0,12912.0
2011-04-12 03:00:00,0.0,4768.0
2011-04-12 04:00:00,0.0,10072.0
2011-04-12 05:00:00,0.0,17424.0
2011-04-12 06:00:00,0.0,17928.0
2011-04-12 07:00:00,0.0,20232.0
2011-04-12 08:00:00,0.0,21864.0
2011-04-12 09:00:00,19410.72,14460.0
2011-04-12 10:00:00,71408.54,13232.0
2011-04-12 11:00:00,125739.52,15560.0
2011-04-12 12:00:00,165589.62,19924.0
2011-04-12 13:00:00,190222.18,25044.0
2011-04-12 14:00:00,192419.52,21188.0
2011-04-12 15:00:00,195116.86,26468.0
2011-04-12 16:00:00,186603.88,35604.0
2011-04-12 17:00:00,160015.26,26984.0
2011-04-12 18:00:00,119738.24,22100.0
2011-04-12 19:00:00,60457.6,21952.0
2011-04-12 20:00:00,11758.34,20772.0
2011-04-12 21:00:00,0.0,8540.0
2011-04-12 22:00:00,0.0,4936.0
2011-04-12 23:00:00,0.0,2348.0
2011-04-13 00:00:00,0.0,1144.0
2011-04-13 01:00:00,0.0,1028.0
2011-04-13 02:00:00,0.0,5436.0
2011-04-13 03:00:00,0.0,10224.0
2011-04-13 04:00:00,0.0,5840.0
2011-04-13 05:00:00,0.0,6644.0
2011-04-13 06:00:00,0.0,5268.0
2011-04-13 07:00:00,0.0,5044.0
2011-04-13 08:00:00,0.0,5108.0
2011-04-13 09:00:00,19854.7,2532.0
2011-04-13 10:00:00,70161.82,1032.0
2011-04-13 11:00:00,120417.78,1204.0
2011-04-13 12:00:00,155566.68,2300.0
2011-04-13 13:00:00,177158.04,7560.0
2011-04-13 14:00:00,180707.34,8316.0
2011-04-13 15:00:00,174833.26,6596.0
2011-04-13 16:00:00,147959.9,3972.0
2011-04-13 17:00:00,135288.0,2104.0
2011-04-13 18:00:00,88383.68,1292.0
2011-04-13 19:00:00,52351.84,3684.0
2011-04-13 20:00:00,13253.28,992.0
2011-04-13 21:00:00,0.0,0.0
2011-04-13 22:00:00,0.0,196.0
2011-04-13 23:00:00,0.0,0.0
2011-04-14 00:00:00,0.0,0.0
2011-04-14 01:00:00,0.0,0.0
2011-04-14 02:00:00,0.0,108.0
2011-04-14 03:00:00,0.0,1292.0
2011-04-14 04:00:00,0.0,620.0
2011-04-14 05:00:00,0.0,44.0
2011-04-14 06:00:00,0.0,24.0
2011-04-14 07:00:00,0.0,168.0
2011-04-14 08:00:00,0.0,508.0
2011-04-14 09:00:00,8115.34,1104.0
2011-04-14 10:00:00,36991.6,404.0
2011-04-14 11:00:00,67922.76,0.0
2011-04-14 12:00:00,103201.32,0.0
2011-04-14 13:00:00,139437.8,0.0
2011-04-14 14:00:00,128759.68,0.0
2011-04-14 15:00:00,186483.0,0.0
2011-04-14 16:00:00,184342.8,0.0
2011-04-14 17:00:00,151202.76,0.0
2011-04-14 18:00:00,111090.82,436.0
2011-04-14 19:00:00,55196.38,968.0
2011-04-14 20:00:00,14313.54,800.0
2011-04-14 21:00:00,0.0,844.0
2011-04-14 22:00:00,0.0,492.0
2011-04-14 23:00:00,0.0,860.0
2011-04-15 00:00:00,0.0,1108.0
2011-04-15 01:00:00,0.0,2472.0
2011-04-15 02:00:00,0.0,4128.0
2011-04-15 03:00:00,0.0,2336.0
2011-04-15 04:00:00,0.0,1028.0
2011-04-15 05:00:00,0.0,1436.0
2011-04-15 06:00:00,0.0,3192.0
2011-04-15 07:00:00,0.0,2640.0
2011-04-15 08:00:00,0.0,3232.0
2011-04-15 09:00:00,20857.86,1232.0
2011-04-15 10:00:00,60011.4,212.0
2011-04-15 11:00:00,104406.18,724.0
2011-04-15 12:00:00,144194.94,1848.0
2011-04-15 13:00:00,152320.3,3024.0
2011-04-15 14:00:00,155213.2,2200.0
2011-04-15 15:00:00,131148.62,1544.0
2011-04-15 16:00:00,113377.48,2668.0
2011-04-15 17:00:00,75102.8,1472.0
2011-04-15 18:00:00,31647.42,1056.0
2011-04-15 19:00:00,17258.36,1216.0
2011-04-15 20:00:00,7611.28,1468.0
2011-04-15 21:00:00,0.0,1548.0
2011-04-15 22:00:00,0.0,3220.0
2011-04-15 23:00:00,0.0,6636.0
2011-04-16 00:00:00,0.0,7304.0
2011-04-16 01:00:00,0.0,7628.0
2011-04-16 02:00:00,0.0,6792.0
2011-04-16 03:00:00,0.0,2288.0
2011-04-16 04:00:00,0.0,2752.0
2011-04-16 05:00:00,0.0,3612.0
2011-04-16 06:00:00,0.0,1828.0
2011-04-16 07:00:00,0.0,2900.0
2011-04-16 08:00:00,0.0,3840.0
2011-04-16 09:00:00,0.0,5540.0
2011-04-16 10:00:00,8918.64,1108.0
2011-04-16 11:00:00,13423.5,464.0
2011-04-16 12:00:00,31127.52,804.0
2011-04-16 13:00:00,14514.96,428.0
2011-04-16 14:00:00,22592.22,232.0
2011-04-16 15:00:00,32027.72,0.0
2011-04-16 16:00:00,36633.18,0.0
2011-04-16 17:00:00,51819.92,0.0
2011-04-16 18:00:00,24189.8,0.0
2011-04-16 19:00:00,17306.4,0.0
2011-04-16 20:00:00,1558.7673395,0.0
2011-04-16 21:00:00,0.0,0.0
2011-04-16 22:00:00,0.0,0.0
2011-04-16 23:00:00,0.0,0.0
2011-04-17 00:00:00,0.0,0.0
2011-04-17 01:00:00,0.0,0.0
2011-04-17 02:00:00,0.0,0.0
2011-04-17 03:00:00,0.0,0.0
2011-04-17 04:00:00,0.0,0.0
2011-04-17 05:00:00,0.0,0.0
2011-04-17 06:00:00,0.0,0.0
2011-04-17 07:00:00,0.0,0.0
2011-04-17 08:00:00,0.0,0.0
2011-04-17 09:00:00,15330.48,0.0
2011-04-17 10:00:00,10979.3,0.0
2011-04-17 11:00:00,38081.7,0.0
2011-04-17 12:00:00,67834.74,0.0
2011-04-17 13:00:00,114304.76,652.0
2011-04-17 14:00:00,97799.28,608.0
2011-04-17 15:00:00,111794.78,0.0
2011-04-17 16:00:00,80816.24,0.0
2011-04-17 17:00:00,63134.96,0.0
2011-04-17 18:00:00,43054.88,8080.0
2011-04-17 19:00:00,30136.12,9000.0
2011-04-17 20:00:00,14958.16,7176.0
2011-04-17 21:00:00,0.0,8596.0
2011-04-17 22:00:00,0.0,8728.0
2011-04-17 23:00:00,0.0,8736.0
2011-04-18 00:00:00,0.0,9116.0
2011-04-18 01:00:00,0.0,3736.0
2011-04-18 02:00:00,0.0,3280.0
2011-04-18 03:00:00,0.0,6856.0
2011-04-18 04:00:00,0.0,7500.0
2011-04-18 05:00:00,0.0,9188.0
2011-04-18 06:00:00,0.0,10048.0
2011-04-18 07:00:00,0.0,9168.0
2011-04-18 08:00:00,0.0,8548.0
2011-04-18 09:00:00,5649.86,6888.0
2011-04-18 10:00:00,5828.5,2316.0
2011-04-18 11:00:00,8353.54,3964.0
2011-04-18 12:00:00,39820.58,1864.0
2011-04-18 13:00:00,65624.1,3780.0
2011-04-18 14:00:00,37779.7,7016.0
2011-04-18 15:00:00,76976.52,6292.0
2011-04-18 16:00:00,64802.14,2720.0
2011-04-18 17:00:00,76949.52,1796.0
2011-04-18 18:00:00,57253.48,1960.0
2011-04-18 19:00:00,41123.6,1904.0
2011-04-18 20:00:00,16047.94,2728.0
2011-04-18 21:00:00,0.0,180.0
2011-04-18 22:00:00,0.0,0.0
2011-04-18 23:00:00,0.0,0.0
2011-04-19 00:00:00,0.0,564.0
2011-04-19 01:00:00,0.0,2000.0
2011-04-19 02:00:00,0.0,9120.0
2011-04-19 03:00:00,0.0,18460.0
2011-04-19 04:00:00,0.0,16660.0
2011-04-19 05:00:00,0.0,13536.0
2011-04-19 06:00:00,0.0,15096.0
2011-04-19 07:00:00,0.0,19908.0
2011-04-19 08:00:00,0.0,17260.0
2011-04-19 09:00:00,15818.9,12832.0
2011-04-19 10:00:00,54299.94,5252.0
2011-04-19 11:00:00,32178.78,1448.0
2011-04-19 12:00:00,33549.32,772.0
2011-04-19 13:00:00,65799.32,1060.0
2011-04-19 14:00:00,30421.32,1136.0
2011-04-19 15:00:00,23395.84,188.0
2011-04-19 16:00:00,25050.16,0.0
2011-04-19 17:00:00,15921.26,172.0
2011-04-19 18:00:00,7263.8,692.0
2011-04-19 19:00:00,4147.02,316.0
2011-04-19 20:00:00,0.0,584.0
2011-04-19 21:00:00,0.0,2888.0
2011-04-19 22:00:00,0.0,4328.0
2011-04-19 23:00:00,0.0,6532.0
2011-04-20 00:00:00,0.0,8144.0
2011-04-20 01:00:00,0.0,4568.0
2011-04-20 02:00:00,0.0,4056.0
2011-04-20 03:00:00,0.0,6796.0
2011-04-20 04:00:00,0.0,5620.0
2011-04-20 05:00:00,0.0,8548.0
