Time,FOOD_SERVICE,GROCERY,HEALTH_CARE,K12_SCHOOLS,LODGING,OFFICE,RESIDENTIAL,STAND_ALONE_RETAIL,Weekdays,HolidayName,School_Day,Workday,ELECTRIC_CAR,FOOD_SVC_SF,GROCERY_SF,HEALTH_CARE_SF,K12_SF,LODGING_SF,OFFICE_SF,RESIDENTIAL_SF,SA_RTL_SF,FOOD_SVC_TOTAL,GROCERY_TOTAL,HEALTH_CARE_TOTAL,K12_TOTAL,LODGING_TOTAL,OFFICE_TOTAL,RESIDENTIAL_TOTAL,SA_RTL_TOTAL
1900-01-01 11:00:00,0.010234684300000001,0.0035968264,0.0028602515,0.0007068806,0.0016214582999999998,0.0016849188000000001,0.0005551939,0.0014594923999999999,Sun,New Year's Day,0,False,0.0,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,9902.65168223786,1942.2183366155232,2761.2132808473466,1715.2316382879999,1509.7869921455786,16848.73555037065,47093.43846524518,1418.5707662933723
1900-01-01 12:00:00,0.010696906,0.0042966223,0.0029123703,0.0007023144,0.0015849006,0.0013803711999999999,0.0005590622,0.0014576704999999998,Sun,New Year's Day,0,False,0.0,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,10349.878031473843,2320.0949082700135,2811.527430754034,1704.151845312,1475.7470541941923,13803.341330245581,47421.560852784205,1416.799949207165
1900-01-01 13:00:00,0.010321712,0.004454877,0.0029352609999999998,0.0006984717999999999,0.0015791399,0.0016319218,0.0005526131,0.0018552496,Sun,New Year's Day,0,False,0.0,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,9986.85603818524,2405.5494579240058,2833.625524172704,1694.827853264,1470.3830988426096,16318.779781604226,46874.5262149645,1803.2316213071565
1900-01-01 14:00:00,0.0102417791,0.0043913992,0.0029012117999999997,0.000692483,0.0015742704000000001,0.0013128518,0.0005389609,0.0018525675,Sun,New Year's Day,0,False,0.0,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,9909.516313436608,2371.272644584331,2800.755301661772,1680.29614984,1465.8489657364714,13128.165461165305,45716.500090010275,1800.6247227359304
1900-01-01 15:00:00,0.0082429201,0.0043075512,0.0028796626,0.0006932747,0.0015668703,0.0015533716,0.0005337516,0.0018489997,Sun,New Year's Day,0,False,0.0,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,7975.504099800837,2325.9963078980404,2779.9522578624296,1682.2171940560002,1458.9585173539404,15533.298874614095,45274.6295129074,1797.156957655426
1900-01-01 16:00:00,0.008237276,0.00423132,0.0028907138,0.000690115,0.0015551820000000002,0.0012774344,0.0005731376,0.001848394,Sun,New Year's Day,0,False,0.0,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,7970.043105135889,2284.832899382632,2790.6208022926307,1674.5502452,1448.0752012055725,12774.000971765758,48615.48424382599,1796.5682404321337
1900-01-01 17:00:00,0.0082050167,0.0042314111,0.0027719705,0.0006998857,0.0016465894,0.0016029382,0.0007915942,0.0018508814,Sun,New Year's Day,0,False,0.0,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,7938.83035816207,2284.8820916623777,2675.9890725403206,1698.2586533360002,1533.1872904315783,16028.951564542536,67145.71746401569,1798.9858980534261
1900-01-01 18:00:00,0.011218180900000001,0.0039007097,0.0025972976,0.00080922,0.0019679343,0.0016783602,0.0011618585000000002,0.0017612378,Sun,New Year's Day,0,False,0.0,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,10854.241782624758,2106.3095803439487,2507.3643445105927,1963.5561456,1832.4008749020031,16783.151311545214,98552.79709498261,1711.855749006198
1900-01-01 19:00:00,0.011218816000000001,0.0040464057,0.0024511832999999997,0.0008239619,0.0022197442999999997,0.0020514066,0.0012258731,0.0013627079999999998,Sun,New Year's Day,0,False,0.0,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,10854.85627877325,2184.982669145659,2366.309354877089,1999.3270711119999,2066.868491178153,20513.515137753213,103982.73360180891,1324.5000328841102
1900-01-01 20:00:00,0.0112752084,0.0035994314000000003,0.002434758,0.0008109084,0.0021727619,0.0017429697,0.0011973164999999999,0.00048108790000000003,Sun,New Year's Day,0,False,0.0,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,10909.419202099123,1943.6249874249377,2350.452792437771,1967.653014432,2023.1218117971412,17429.228962018147,101560.46548092966,467.5990302912639
1900-01-01 21:00:00,0.009270729200000001,0.0034032787,0.002339229,0.0008274425999999999,0.0022419264,0.0020748157999999997,0.0011837744,0.0004963042,Sun,New Year's Day,0,False,0.0,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,8969.969118436964,1837.7062334042698,2258.231551226617,2007.7729200479998,2087.5228897762995,20747.600851703184,100411.77841314994,482.38869164965797
1900-01-01 22:00:00,0.0092454762,0.0030905728999999996,0.0023572106,0.0008153581,0.0021795537,0.0017376113000000001,0.0010227616999999999,0.0005052018,Sun,New Year's Day,0,False,0.0,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,8945.535373770159,1668.8510062723662,2275.5905256842425,1978.450122488,2029.4458543539276,17375.64640090416,86754.1325356052,491.03681838890776
1900-01-01 23:00:00,0.0092039837,0.0017001385,0.0023193672,0.0008269678999999999,0.0017695254999999998,0.0020732632999999998,0.0008214044999999999,0.0005119364,Sun,New Year's Day,0,False,22597.669011,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,8905.388969359301,918.042686042899,2239.0574800159093,2006.6210699919998,1647.6566694128987,20732.076268594523,69674.32869097711,497.5825918939149
1900-01-02 00:00:00,0.0096855779,0.0026939769,0.0023145470999999997,0.0008243066999999999,0.001353549,0.0017442698000000002,0.0006512747,0.0005135494,Mon,FALSE,0,True,22597.669011,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,9371.359337862608,1454.6966552510412,2234.40427936729,2000.1637214159998,1260.328849302912,17442.229612903542,55243.33932419108,499.15036617354207
1900-01-02 01:00:00,0.0054955082,0.0022393625,0.0022608444,0.0008290861,0.0012393481,0.0021557569,0.0005471902,0.0005209566,Mon,FALSE,0,True,22597.669011,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,5317.22346545481,1209.2134637994147,2182.5610731117004,2011.760839928,1153.9930691528348,21556.990116667235,46414.53735800267,506.3498811419573
1900-01-02 02:00:00,0.0037839669,0.0021142448,0.0022363825,0.0008134628999999999,0.0012418785,0.0018386467000000002,0.0005327654,0.0005305548000000001,Mon,FALSE,0,True,22597.669011,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,3661.2078193576885,1141.6522684147392,2158.946183597698,1973.8514575919999,1156.3491982034093,18385.973269965103,45190.976668352676,515.6789642732139
1900-01-02 03:00:00,0.0037911735,0.0019857344,0.002221837,0.000830307,0.0012323787,0.0021864817000000003,0.0005262078,0.0005331812,Mon,FALSE,0,True,22597.669011,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,3668.180623551875,1072.2590790948998,2144.9043317617443,2014.72332936,1147.5036580695776,21864.229866166163,44634.738690810605,518.2317245757635
1900-01-02 04:00:00,0.0037962029999999997,0.0021092071,0.002204562,0.0008131714,0.001261847,0.0018665248,0.0005239881,0.0005389762999999999,Mon,FALSE,0,True,22597.669011,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,3673.0469570093533,1138.9320055423448,2128.2274907823275,1973.144138672,1174.9424494468478,18664.746783885646,44446.45617300682,523.8643400301136
1900-01-02 05:00:00,0.0038559176,0.0022808516,0.0025073429,0.0008348892,0.0013559103,0.0022708921,0.000590167,0.0005540968,Mon,FALSE,0,True,22597.669011,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,3730.824301850773,1231.6167943548387,2420.5243892427993,2025.8419460159998,1262.5275244242848,22708.311199522406,50059.97598085704,538.5608874542311
1900-01-02 06:00:00,0.0054737247999999995,0.0021551419,0.0024774951999999998,0.0008181891999999999,0.0015475172,0.0019966682,0.0007255568,0.0005675136000000001,Mon,FALSE,0,True,0.0,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,5296.146760367301,1163.735930148983,2391.7101868404065,1985.3197300159998,1440.9382829527888,19966.145836603264,61544.20016833794,551.6015036692967
1900-01-02 07:00:00,0.0112652324,0.0030619981,0.0034296916999999997,0.0008977574,0.002070139,0.0060622727,0.0008785345,0.0010974782,Mon,FALSE,0,True,0.0,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,10899.76684250636,1653.4211538543789,3310.9362135644064,2178.390375952,1927.5666442567508,60621.099103726214,74520.28996598294,1066.706816126121
1900-01-02 08:00:00,0.0112446969,0.0032644627000000003,0.0039313953,0.0017723823000000002,0.0024163436,0.0056169843999999995,0.0009674328,0.0014063495,Mon,FALSE,0,True,0.0,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,10879.897553170236,1762.7482146865416,3795.2679736802306,4300.650203304001,2249.9278185780163,56168.33567656633,82060.94669999047,1366.9179009711195
1900-01-02 09:00:00,0.0082330233,0.0046593693,0.0040391887,0.0022737513,0.0021060576,0.0053874365,0.0008153867999999999,0.0017234620999999999,Mon,FALSE,0,True,0.0,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,7965.928370809491,2515.97143846682,3899.328951418618,5517.212054424001,1961.0114976064053,53872.91831684377,69163.8868711871,1675.1392140682506
1900-01-02 10:00:00,0.008237203299999999,0.0051928331,0.0042154301000000005,0.0022519407000000003,0.0019938019,0.0045139225,0.0006968256,0.0023557170000000002,Mon,FALSE,0,True,0.0,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,7969.972763662112,2804.0318169940115,4069.4678690330766,5464.289069736001,1856.4869497631485,45138.01288072039,59107.121880495346,2289.666784054734
1900-01-02 11:00:00,0.010235315600000001,0.0049749119,0.0043117538,0.0023043104999999997,0.0015840408,0.0040187229,0.0006002941000000001,0.0023373712,Mon,FALSE,0,True,0.0,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,9903.262501665577,2686.358484031026,4162.456293197998,5591.363342039999,1474.9464694021895,40186.149856194024,50918.99111175345,2271.835368444577
1900-01-02 12:00:00,0.010698351699999999,0.0056640111,0.0044326999999999995,0.0023140162,0.0015216558999999999,0.0038078645,0.0005962428,0.0023231285,Mon,FALSE,0,True,0.0,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,10351.276830217152,3058.4590396728236,4279.214645989009,5614.914028976,1416.8580742049137,38077.622477797944,50575.3460406274,2257.992009032026
1900-01-02 13:00:00,0.010324119100000001,0.0052151355,0.0043862363,0.0023032741,0.0014574613,0.0037492401,0.0005797649,0.0023148487,Mon,FALSE,0,True,0.0,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,9989.185047284655,2816.0746918546206,4234.359784268875,5588.848538168,1357.0846146925794,37491.39422015185,49177.63441287633,2249.9443602530696
1900-01-02 14:00:00,0.0102427241,0.0051389252,0.0046104987,0.0022492601,0.001418215,0.0035095398999999998,0.0005670958,0.002311006,Mon,FALSE,0,True,0.0,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,9910.430655839891,2774.9225689445548,4450.856940996072,5457.784647448,1320.541243068503,35094.45658661666,48102.99817991333,2246.209402891431
1900-01-02 15:00:00,0.0082429354,0.0050542386,0.0046577257,0.0022491278,0.001390608,0.0032744942,0.0005593874,0.0023108117,Mon,FALSE,0,True,0.0,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,7975.518903439746,2729.193404093667,4496.448672917051,5457.463624143999,1294.8355622673607,32744.062703213047,47449.145424929,2246.0205507261917
1900-01-02 16:00:00,0.008237286600000001,0.0049787476,0.0047016587,0.0022216943,0.0013622610999999998,0.0030882231,0.0005966106,0.0023140028,Mon,FALSE,0,True,0.0,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,7970.0533612517365,2688.429689600957,4538.860461903952,5390.896785063999,1268.440939052165,30881.401722412877,50606.54408993507,2249.122177820871
1900-01-02 17:00:00,0.0082051455,0.0049792681,0.0047528985999999995,0.0022205206,0.0014435742,0.0031167464000000002,0.0008157221000000001,0.0023249223,Mon,FALSE,0,True,0.0,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,7938.954979645185,2688.7107497722814,4588.326144341069,5388.048825488,1344.1539319000433,31166.62706307849,69192.32815974846,2259.735513993461
1900-01-02 18:00:00,0.011218833300000002,0.0052806977,0.0047788609,0.0017521152,0.0018433821,0.0035354833,0.0011439696,0.0026704526,Mon,FALSE,0,True,0.0,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,10854.873017528358,2851.477041834273,4613.389481450182,4251.472490495999,1716.4266981975425,35353.88362006034,97035.39963913713,2595.57774410619
1900-01-02 19:00:00,0.0112199824,0.0052693753,0.0036515253,0.0017523969000000001,0.001965676,0.0031279483000000003,0.0012034663000000001,0.0021688118,Mon,FALSE,0,True,0.0,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,10855.984838539589,2845.363159636763,3525.088669199227,4252.156029912,1830.298106076951,31278.643055043027,102082.11247286091,2108.002081457984
1900-01-02 20:00:00,0.011276946000000001,0.0049096714,0.0036212507,0.0017555004999999999,0.0019965654,0.0031749309,0.0011758159,0.002172362,Mon,FALSE,0,True,0.0,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,10911.100431051449,2651.1298459766663,3495.862348509476,4259.686853239999,1859.0601250047162,31748.45643885051,99736.71132393002,2111.452740011941
1900-01-02 21:00:00,0.0092718582,0.0043544827000000005,0.0030572447999999996,0.0017554659,0.0021512748,0.0030857654,0.0011643337,0.001972996,Mon,FALSE,0,True,0.0,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,8971.06149153041,2351.3384316838515,2951.385549334207,4259.602897032,2003.1145479168854,30856.825382376705,98762.7519934229,1917.676616619421
1900-01-02 22:00:00,0.0092461733,0.0030922832,0.0029106116,0.0007493161,0.002022325,0.0031030683,0.0010046836,0.0008290044000000001,Mon,FALSE,0,True,0.0,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,8946.209858520773,1669.7745359765283,2809.829626978028,1818.200530328,1883.0456379240882,31029.849736045562,85220.68649104572,805.7605554976358
1900-01-02 23:00:00,0.009204073,0.0017579532,0.0026645825,0.0007479605,0.0015387929,0.0007760237,0.0008033981,0.0005035527,Mon,FALSE,0,True,22597.669011,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,8905.475372297517,949.2615323196961,2572.319457541907,1814.91119404,1432.8148334286318,7760.028615100125,68146.96448474108,489.4339562906232
1900-01-03 00:00:00,0.0096856118,0.0025569464999999998,0.0026419911,0.0007679023,0.0011718947,0.0007785428,0.0006339043,0.0005077912999999999,Tue,FALSE,0,True,22597.669011,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,9371.392138082154,1380.7028268155736,2550.5103006503064,1863.299572904,1091.1852461604133,7785.218938648618,53769.92280517548,493.55371330341137
1900-01-03 01:00:00,0.0054954776,0.002145596,0.0025279773,0.0007666414999999999,0.0011083764999999998,0.0008572585,0.0005306116,0.0005173288,Tue,FALSE,0,True,22597.669011,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,5317.19385817699,1158.5813244055705,2440.444308635313,1860.2402669199998,1032.0416023648859,8572.354801197194,45008.28401310837,502.8237983573131
1900-01-03 02:00:00,0.0037868013,0.0020493318,0.0025005617000000003,0.0007712455,0.0011055771,0.0009367083000000001,0.0005164818,0.0005245915,Tue,FALSE,0,True,22597.669011,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,3663.950266032681,1106.6004741761503,2413.9779930604773,1871.41178084,1029.4349995889697,9366.831466618602,43809.74622869427,509.8828648549247
1900-01-03 03:00:00,0.0037948757,0.0020243416,0.0024970513000000002,0.0007778287,0.0010877392,0.0009781266,0.000509591,0.0005268388,Tue,FALSE,0,True,22597.669011,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,3671.7627171449312,1093.1062380696512,2410.589143128544,1887.3857839759999,1012.8256119857278,9781.003344602224,43225.24509174678,512.0671544634839
1900-01-03 04:00:00,0.0037999928999999997,0.0020952731,0.0024716802,0.0007971322,0.0011115169,0.0011267263,0.0005072944000000001,0.0005317087,Tue,FALSE,0,True,22597.669011,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,3676.713905447666,1131.4079086600484,2386.0965353037755,1934.225340656,1034.965720160659,11266.960441267309,43030.43965390015,516.8005109199972
1900-01-03 05:00:00,0.0040669385,0.002602289,0.0028306655999999998,0.0008105913,0.0011670091000000001,0.0010871083,0.0005697616,0.0005328132,Tue,FALSE,0,True,22597.669011,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,3934.999282643521,1405.1869206066972,2732.6518134358894,1966.883577624,1086.6361218759182,10870.79107985085,48329.12041983825,517.8740426570388
1900-01-03 06:00:00,0.005679633199999999,0.0025290207,0.0028283084999999996,0.0008198107,0.0013394943,0.0013519926000000002,0.0007028547000000001,0.000536739,Tue,FALSE,0,True,0.0,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,5495.375100380378,1365.623422142427,2730.3763296806023,1989.254267336,1247.2421092748098,13519.562950723825,59618.53068713176,521.6897700389112
1900-01-03 07:00:00,0.0113569326,0.0034341775,0.0037582956,0.0009014513,0.0018966567,0.0044904891999999995,0.0008571825,0.0010867627,Tue,FALSE,0,True,0.0,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,10988.492113669981,1854.3910019378347,3628.1619724944285,2187.3535504240003,1766.0322280417322,44903.68617324196,72709.14056734958,1056.2917601476065
1900-01-03 08:00:00,0.0112462428,0.0034715315,0.0042632246000000006,0.0017620681,0.0022503551,0.0039737882,0.0009440658000000001,0.0013949494,Tue,FALSE,0,True,0.0,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,10881.393301235037,1874.5614565769401,4115.607450867562,4275.623003287999,2095.371097541308,39736.81492246592,80078.8781350848,1355.8374399883687
1900-01-03 09:00:00,0.0082341285,0.0046633887,0.0043906544,0.0022701404,0.0019082948,0.0041066365,0.0007923587,0.0017110857,Tue,FALSE,0,True,0.0,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,7966.99771602019,2518.141838567918,4238.624904450129,5508.450277792,1776.8688015097575,41065.26224883934,67210.56495911007,1663.1098268429707
1900-01-03 10:00:00,0.0082385848,0.0051973785,0.0046170036999999995,0.0022497733999999998,0.0018047160999999999,0.0033869679999999997,0.0006745094,0.0023439315,Tue,FALSE,0,True,0.0,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,7971.309445175485,2806.486247162577,4457.136700797583,5459.030159632,1680.4236607846772,33868.77050073141,57214.18575227402,2278.2117290190577
1900-01-03 11:00:00,0.0102372103,0.0049792068,0.0047643937,0.0023033921,0.0014126535,0.0030924315000000003,0.0005807516,0.0023308032000000003,Tue,FALSE,0,True,0.0,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,9905.095733995207,2688.677648929818,4599.423218421677,5589.134862808,1315.3627686317461,30923.484592335266,49261.32966913484,2265.4515237647315
1900-01-03 12:00:00,0.0107000579,0.005665856800000001,0.0048931667,0.0023135128,0.0013920958,0.0030447267,0.0005811116,0.002326748,Tue,FALSE,0,True,0.0,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,10352.927677845177,3059.4556828202085,4723.737362759878,5613.692538944,1296.2208961281908,30446.449402459453,49291.866095863385,2261.510024534264
1900-01-03 13:00:00,0.0103253147,0.0052177259,0.0048507932,0.0023031195,0.0013725945000000002,0.0031827690000000002,0.0005702193,0.00233134,Tue,FALSE,0,True,0.0,967558.0987132019,539981.116857773,965374.2969271572,2426480.0,931129.0904894555,9999731.470959103,84823407.57930729,971961.7356646548,9990.341859747474,2817.473458939729,4682.831074989035,5588.47340436,1278.0626683958292,31826.835334093033,48367.94409348729,2265.973272824436
