,Solar_Elevation,Date
155,20.223158255713898,2010-01-10 00:00:00.000000011
156,23.691894144725698,2010-01-10 00:00:00.000000012
157,24.397940514226605,2010-01-10 00:00:00.000000013
158,22.2514583977725,2010-01-10 00:00:00.000000014
159,17.515480615957802,2010-01-10 00:00:00.000000015
160,10.6750981635934,2010-01-10 00:00:00.000000016
161,2.2571298782623797,2010-01-10 00:00:00.000000017
162,-7.27696304045122,2010-01-10 00:00:00.000000018
163,-17.5535476623257,2010-01-10 00:00:00.000000019
164,-28.261091756033696,2010-01-10 00:00:00.000000020
165,-39.0967595893947,2010-01-10 00:00:00.000000021
166,-49.66848295742229,2010-01-10 00:00:00.000000022
167,-59.2666826290043,2010-01-10 00:00:00.000000023
168,-66.30942883130571,2010-01-11 00:00:00.000000000
169,-67.97159152466821,2010-01-11 00:00:00.000000001
170,-63.200078554849206,2010-01-11 00:00:00.000000002
171,-54.570438356469495,2010-01-11 00:00:00.000000003
172,-44.3478359694035,2010-01-11 00:00:00.000000004
173,-33.574306047568896,2010-01-11 00:00:00.000000005
174,-22.754386366353003,2010-01-11 00:00:00.000000006
175,-12.2172776923403,2010-01-11 00:00:00.000000007
176,-2.26131120664621,2010-01-11 00:00:00.000000008
177,6.77575612729174,2010-01-11 00:00:00.000000009
178,14.4764937163846,2010-01-11 00:00:00.000000010
179,20.3376288166178,2010-01-11 00:00:00.000000011
180,23.8313603989831,2010-01-11 00:00:00.000000012
181,24.5583304081123,2010-01-11 00:00:00.000000013
182,22.4256508946187,2010-01-11 00:00:00.000000014
183,17.6959919500652,2010-01-11 00:00:00.000000015
184,10.8563345160488,2010-01-11 00:00:00.000000016
185,2.4359745890902404,2010-01-11 00:00:00.000000017
186,-7.101612055136809,2010-01-11 00:00:00.000000018
187,-17.3813893780974,2010-01-11 00:00:00.000000019
188,-28.0907890631718,2010-01-11 00:00:00.000000020
189,-38.9260258344741,2010-01-11 00:00:00.000000021
190,-49.4941090754382,2010-01-11 00:00:00.000000022
191,-59.0858316817313,2010-01-11 00:00:00.000000023
192,-66.12862906385611,2010-01-12 00:00:00.000000000
193,-67.82503125941179,2010-01-12 00:00:00.000000001
194,-63.110142381014,2010-01-12 00:00:00.000000002
195,-54.51816133465879,2010-01-12 00:00:00.000000003
196,-44.3128926024549,2010-01-12 00:00:00.000000004
197,-33.5443008271271,2010-01-12 00:00:00.000000005
198,-22.7214696082425,2010-01-12 00:00:00.000000006
199,-12.1756349610074,2010-01-12 00:00:00.000000007
200,-2.20593246945485,2010-01-12 00:00:00.000000008
201,6.84954294039625,2010-01-12 00:00:00.000000009
202,14.5728432095173,2010-01-12 00:00:00.000000010
203,20.4592424683686,2010-01-12 00:00:00.000000011
204,23.977941221219396,2010-01-12 00:00:00.000000012
205,24.725524332122898,2010-01-12 00:00:00.000000013
206,22.606051426026397,2010-01-12 00:00:00.000000014
207,17.8819403328987,2010-01-12 00:00:00.000000015
208,11.0422121206656,2010-01-12 00:00:00.000000016
209,2.6187517609417594,2010-01-12 00:00:00.000000017
210,-6.92289215934025,2010-01-12 00:00:00.000000018
211,-17.2062527951893,2010-01-12 00:00:00.000000019
212,-27.917701139295897,2010-01-12 00:00:00.000000020
213,-38.7524564670299,2010-01-12 00:00:00.000000021
214,-49.316510085278,2010-01-12 00:00:00.000000022
215,-58.90084550540529,2010-01-12 00:00:00.000000023
216,-65.9420391112374,2010-01-13 00:00:00.000000000
217,-67.6708106791548,2010-01-13 00:00:00.000000001
218,-63.0122738150461,2010-01-13 00:00:00.000000002
219,-54.4586327090116,2010-01-13 00:00:00.000000003
220,-44.2712572325569,2010-01-13 00:00:00.000000004
221,-33.5078957037068,2010-01-13 00:00:00.000000005
222,-22.682240023323697,2010-01-13 00:00:00.000000006
223,-12.127622828142801,2010-01-13 00:00:00.000000007
224,-2.14402883052206,2010-01-13 00:00:00.000000008
225,6.93006843038366,2010-01-13 00:00:00.000000009
226,14.6761503834955,2010-01-13 00:00:00.000000010
227,20.5879566649903,2010-01-13 00:00:00.000000011
228,24.131579082877003,2010-01-13 00:00:00.000000012
229,24.8994496184227,2010-01-13 00:00:00.000000013
230,22.792572599179998,2010-01-13 00:00:00.000000014
231,18.0732263560934,2010-01-13 00:00:00.000000015
232,11.232624333736801,2010-01-13 00:00:00.000000016
233,2.8053525960348904,2010-01-13 00:00:00.000000017
234,-6.74091021277857,2010-01-13 00:00:00.000000018
235,-17.0282400568349,2010-01-13 00:00:00.000000019
236,-27.7419238727426,2010-01-13 00:00:00.000000020
237,-38.576140991749895,2010-01-13 00:00:00.000000021
238,-49.1357716366711,2010-01-13 00:00:00.000000022
239,-58.711814874196904,2010-01-13 00:00:00.000000023
240,-65.7497701268489,2010-01-14 00:00:00.000000000
241,-67.5090223023037,2010-01-14 00:00:00.000000001
242,-62.906478205267604,2010-01-14 00:00:00.000000002
243,-54.3918134213398,2010-01-14 00:00:00.000000003
244,-44.2228837591417,2010-01-14 00:00:00.000000004
245,-33.465050978624504,2010-01-14 00:00:00.000000005
246,-22.636669176239298,2010-01-14 00:00:00.000000006
247,-12.073226336025,2010-01-14 00:00:00.000000007
248,-2.07560007169816,2010-01-14 00:00:00.000000008
249,7.0173174003411996,2010-01-14 00:00:00.000000009
250,14.7863845649513,2010-01-14 00:00:00.000000010
251,20.7237257062381,2010-01-14 00:00:00.000000011
252,24.2922136223371,2010-01-14 00:00:00.000000012
253,25.080031065292896,2010-01-14 00:00:00.000000013
254,22.985124789963102,2010-01-14 00:00:00.000000014
255,18.269748782185896,2010-01-14 00:00:00.000000015
256,11.4274632262766,2010-01-14 00:00:00.000000016
257,2.9956676478785496,2010-01-14 00:00:00.000000017
258,-6.5557730679632,2010-01-14 00:00:00.000000018
259,-16.8474526743028,2010-01-14 00:00:00.000000019
260,-27.5635519512681,2010-01-14 00:00:00.000000020
261,-38.3971672183682,2010-01-14 00:00:00.000000021
262,-48.951977312725106,2010-01-14 00:00:00.000000022
263,-58.51882843988871,2010-01-14 00:00:00.000000023
264,-65.5519323861016,2010-01-15 00:00:00.000000000
265,-67.3397630922634,2010-01-15 00:00:00.000000001
266,-62.792768288618795,2010-01-15 00:00:00.000000002
267,-54.3176704620405,2010-01-15 00:00:00.000000003
268,-44.167731008230106,2010-01-15 00:00:00.000000004
269,-33.4157313371834,2010-01-15 00:00:00.000000005
270,-22.5847327570179,2010-01-15 00:00:00.000000006
271,-12.0124345008491,2010-01-15 00:00:00.000000007
272,-2.0006498126568704,2010-01-15 00:00:00.000000008
273,7.11127098955032,2010-01-15 00:00:00.000000009
274,14.9035116588162,2010-01-15 00:00:00.000000010
275,20.866500780645,2010-01-15 00:00:00.000000011
276,24.4597817040803,2010-01-15 00:00:00.000000012
277,25.2671910100308,2010-01-15 00:00:00.000000013
278,23.1836162283954,2010-01-15 00:00:00.000000014
279,18.4714046428482,2010-01-15 00:00:00.000000015
280,11.6266196932444,2010-01-15 00:00:00.000000016
281,3.18958693582915,2010-01-15 00:00:00.000000017
282,-6.36758745797633,2010-01-15 00:00:00.000000018
283,-16.6639914246194,2010-01-15 00:00:00.000000019
284,-27.3826787765911,2010-01-15 00:00:00.000000020
285,-38.215621199224294,2010-01-15 00:00:00.000000021
286,-48.765208594274796,2010-01-15 00:00:00.000000022
287,-58.3219727076609,2010-01-15 00:00:00.000000023
288,-65.34863515494571,2010-01-16 00:00:00.000000000
289,-67.1631341218333,2010-01-16 00:00:00.000000001
290,-62.671164158749505,2010-01-16 00:00:00.000000002
291,-54.2361770087216,2010-01-16 00:00:00.000000003
292,-44.105762871241204,2010-01-16 00:00:00.000000004
293,-33.359905955157195,2010-01-16 00:00:00.000000005
294,-22.5264106541545,2010-01-16 00:00:00.000000006
295,-11.945240355820301,2010-01-16 00:00:00.000000007
296,-1.9191855275663603,2010-01-16 00:00:00.000000008
297,7.21190667996042,2010-01-16 00:00:00.000000009
298,15.0274941750355,2010-01-16 00:00:00.000000010
299,21.0162300101473,2010-01-16 00:00:00.000000011
300,24.6342174791715,2010-01-16 00:00:00.000000012
301,25.460849403021,2010-01-16 00:00:00.000000013
302,23.387953085142698,2010-01-16 00:00:00.000000014
303,18.678089338076997,2010-01-16 00:00:00.000000015
304,11.829983563389002,2010-01-16 00:00:00.000000016
305,3.3870000596132406,2010-01-16 00:00:00.000000017
306,-6.17645988518495,2010-01-16 00:00:00.000000018
307,-16.477956250255,2010-01-16 00:00:00.000000019
308,-27.1993963819934,2010-01-16 00:00:00.000000020
309,-38.031587171096604,2010-01-16 00:00:00.000000021
310,-48.5755448301256,2010-01-16 00:00:00.000000022
311,-58.1213320209233,2010-01-16 00:00:00.000000023
312,-65.1399865752571,2010-01-17 00:00:00.000000000
313,-66.97924023878299,2010-01-17 00:00:00.000000001
314,-62.5416932049286,2010-01-17 00:00:00.000000002
315,-54.147312545569896,2010-01-17 00:00:00.000000003
316,-44.036948432683104,2010-01-17 00:00:00.000000004
317,-33.2975485978089,2010-01-17 00:00:00.000000005
318,-22.461687022086803,2010-01-17 00:00:00.000000006
319,-11.8716409898419,2010-01-17 00:00:00.000000007
320,-1.83121855829636,2010-01-17 00:00:00.000000008
321,7.319198305316731,2010-01-17 00:00:00.000000009
322,15.158291257258698,2010-01-17 00:00:00.000000010
323,21.172858496191896,2010-01-17 00:00:00.000000011
324,24.815452446922603,2010-01-17 00:00:00.000000012
325,25.660923882796602,2010-01-17 00:00:00.000000013
326,23.598039558888804,2010-01-17 00:00:00.000000014
327,18.889696736104103,2010-01-17 00:00:00.000000015
328,12.0374437094679,2010-01-17 00:00:00.000000016
329,3.5877963135626203,2010-01-17 00:00:00.000000017
330,-5.9824965111363495,2010-01-17 00:00:00.000000018
331,-16.289446160989403,2010-01-17 00:00:00.000000019
332,-27.013795353129897,2010-01-17 00:00:00.000000020
333,-37.8451475013555,2010-01-17 00:00:00.000000021
334,-48.383063213049205,2010-01-17 00:00:00.000000022
335,-57.9169885547053,2010-01-17 00:00:00.000000023
336,-64.9260935664427,2010-01-18 00:00:00.000000000
337,-66.7881897351653,2010-01-18 00:00:00.000000001
338,-62.4043900228775,2010-01-18 00:00:00.000000002
339,-54.0510629627884,2010-01-18 00:00:00.000000003
340,-43.961262086038296,2010-01-18 00:00:00.000000004
341,-33.2286377109575,2010-01-18 00:00:00.000000005
342,-22.3905503427387,2010-01-18 00:00:00.000000006
343,-11.7916375815905,2010-01-18 00:00:00.000000007
344,-1.73676412404809,2010-01-18 00:00:00.000000008
345,7.43311606297885,2010-01-18 00:00:00.000000009
346,15.295858713476902,2010-01-18 00:00:00.000000010
347,21.3363283672385,2010-01-18 00:00:00.000000011
348,25.0034155175982,2010-01-18 00:00:00.000000012
349,25.867329851912498,2010-01-18 00:00:00.000000013
350,23.8137779643648,2010-01-18 00:00:00.000000014
351,19.106119273807,2010-01-18 00:00:00.000000015
352,12.248888158596301,2010-01-18 00:00:00.000000016
353,3.79186480030083,2010-01-18 00:00:00.000000017
354,-5.78580304789212,2010-01-18 00:00:00.000000018
355,-16.0985591381799,2010-01-18 00:00:00.000000019
356,-26.8259647522105,2010-01-18 00:00:00.000000020
357,-37.656382638492296,2010-01-18 00:00:00.000000021
358,-48.1878387614107,2010-01-18 00:00:00.000000022
359,-57.709022317131996,2010-01-18 00:00:00.000000023
360,-64.7070617425567,2010-01-19 00:00:00.000000000
361,-66.5900940226907,2010-01-19 00:00:00.000000001
362,-62.2592962988915,2010-01-19 00:00:00.000000002
363,-53.94742063558989,2010-01-19 00:00:00.000000003
364,-43.878683637221,2010-01-19 00:00:00.000000004
365,-33.153156503633,2010-01-19 00:00:00.000000005
366,-22.3129934808237,2010-01-19 00:00:00.000000006
367,-11.705235428780401,2010-01-19 00:00:00.000000007
368,-1.63584132729456,2010-01-19 00:00:00.000000008
369,7.553626528469981,2010-01-19 00:00:00.000000009
370,15.4401490485854,2010-01-19 00:00:00.000000010
371,21.506578827576497,2010-01-19 00:00:00.000000011
372,25.198033076033102,2010-01-19 00:00:00.000000012
373,26.079980553463503,2010-01-19 00:00:00.000000013
374,24.035068820837697,2010-01-19 00:00:00.000000014
375,19.3272480573942,2010-01-19 00:00:00.000000015
376,12.4642042024795,2010-01-19 00:00:00.000000016
377,3.9990945436225296,2010-01-19 00:00:00.000000017
378,-5.58648465105443,2010-01-19 00:00:00.000000018
379,-15.9053920416539,2010-01-19 00:00:00.000000019
380,-26.635992045713202,2010-01-19 00:00:00.000000020
381,-37.4653710670865,2010-01-19 00:00:00.000000021
382,-47.9899443063087,2010-01-19 00:00:00.000000022
383,-57.4975111585374,2010-01-19 00:00:00.000000023
384,-64.482995344177,2010-01-20 00:00:00.000000000
385,-66.3850673162437,2010-01-20 00:00:00.000000001
386,-62.1064606688346,2010-01-20 00:00:00.000000002
387,-53.8363844823971,2010-01-20 00:00:00.000000003
388,-43.78919839505771,2010-01-20 00:00:00.000000004
389,-33.0710930218988,2010-01-20 00:00:00.000000005
390,-22.229013732609896,2010-01-20 00:00:00.000000006
391,-11.612443972425199,2010-01-20 00:00:00.000000007
392,-1.52847315592309,2010-01-20 00:00:00.000000008
393,7.68069267279901,2010-01-20 00:00:00.000000009
394,15.591111498850601,2010-01-20 00:00:00.000000010
395,21.6835462073848,2010-01-20 00:00:00.000000011
396,25.3992290460435,2010-01-20 00:00:00.000000012
397,26.298787148084802,2010-01-20 00:00:00.000000013
398,24.261810940865697,2010-01-20 00:00:00.000000014
399,19.5529729631503,2010-01-20 00:00:00.000000015
400,12.683278507288302,2010-01-20 00:00:00.000000016
401,4.20937460030633,2010-01-20 00:00:00.000000017
402,-5.38464581474064,2010-01-20 00:00:00.000000018
403,-15.710040519453402,2010-01-20 00:00:00.000000019
404,-26.443963035796198,2010-01-20 00:00:00.000000020
405,-37.2721892672767,2010-01-20 00:00:00.000000021
406,-47.7894504841275,2010-01-20 00:00:00.000000022
407,-57.282530787778505,2010-01-20 00:00:00.000000023
408,-64.2539971842515,2010-01-21 00:00:00.000000000
409,-66.17322632736379,2010-01-21 00:00:00.000000001
410,-61.94593855379271,2010-01-21 00:00:00.000000002
411,-53.717960002065404,2010-01-21 00:00:00.000000003
412,-43.6927972483195,2010-01-21 00:00:00.000000004
413,-32.9824402134558,2010-01-21 00:00:00.000000005
414,-22.138612867880003,2010-01-21 00:00:00.000000006
415,-11.5132768159187,2010-01-21 00:00:00.000000007
416,-1.41468648147212,2010-01-21 00:00:00.000000008
417,7.81427388259957,2010-01-21 00:00:00.000000009
418,15.7486920682745,2010-01-21 00:00:00.000000010
419,21.867164013970005,2010-01-21 00:00:00.000000011
420,25.6069249555173,2010-01-21 00:00:00.000000012
421,26.523658791286,2010-01-21 00:00:00.000000013
422,24.4939015191387,2010-01-21 00:00:00.000000014
423,19.783182738028103,2010-01-21 00:00:00.000000015
424,12.9059972229379,2010-01-21 00:00:00.000000016
425,4.42259417060426,2010-01-21 00:00:00.000000017
426,-5.1803902687586305,2010-01-21 00:00:00.000000018
427,-15.512598920652799,2010-01-21 00:00:00.000000019
428,-26.249961795575103,2010-01-21 00:00:00.000000020
429,-37.0769116788073,2010-01-21 00:00:00.000000021
430,-47.5864257344066,2010-01-21 00:00:00.000000022
431,-57.0641547953409,2010-01-21 00:00:00.000000023
432,-64.0201686071073,2010-01-22 00:00:00.000000000
433,-65.9546899692628,2010-01-22 00:00:00.000000001
434,-61.7777919743336,2010-01-22 00:00:00.000000002
435,-53.5921592901126,2010-01-22 00:00:00.000000003
436,-43.589476728918505,2010-01-22 00:00:00.000000004
437,-32.8871959826907,2010-01-22 00:00:00.000000005
438,-22.041797164836602,2010-01-22 00:00:00.000000006
439,-11.4077517387674,2010-01-22 00:00:00.000000007
440,-1.29451205336343,2010-01-22 00:00:00.000000008
441,7.95432598312989,2010-01-22 00:00:00.000000009
442,15.912833566842401,2010-01-22 00:00:00.000000010
443,22.057362984125298,2010-01-22 00:00:00.000000011
444,25.821040002084498,2010-01-22 00:00:00.000000012
445,26.7545027109718,2010-01-22 00:00:00.000000013
446,24.7312362212251,2010-01-22 00:00:00.000000014
447,20.0177650998848,2010-01-22 00:00:00.000000015
448,13.1322460915372,2010-01-22 00:00:00.000000016
449,4.63864270715506,2010-01-22 00:00:00.000000017
450,-4.973820878234309,2010-01-22 00:00:00.000000018
451,-15.313160211473901,2010-01-22 00:00:00.000000019
452,-26.054070608428002,2010-01-22 00:00:00.000000020
453,-36.8796106697231,2010-01-22 00:00:00.000000021
454,-47.380936302940505,2010-01-22 00:00:00.000000022
455,-56.842454682836895,2010-01-22 00:00:00.000000023
456,-63.7816094597979,2010-01-23 00:00:00.000000000
457,-65.7295790746865,2010-01-23 00:00:00.000000001
458,-61.602089345444895,2010-01-23 00:00:00.000000002
459,-53.4590010341064,2010-01-23 00:00:00.000000003
460,-43.4792390609661,2010-01-23 00:00:00.000000004
461,-32.7853632358733,2010-01-23 00:00:00.000000005
462,-21.938577437733496,2010-01-23 00:00:00.000000006
463,-11.2958907048237,2010-01-23 00:00:00.000000007
464,-1.16798448903664,2010-01-23 00:00:00.000000008
465,8.10080126417482,2010-01-23 00:00:00.000000009
466,16.083475650653302,2010-01-23 00:00:00.000000010
467,22.2540711375577,2010-01-23 00:00:00.000000011
468,26.0414911192692,2010-01-23 00:00:00.000000012
469,26.9912242850194,2010-01-23 00:00:00.000000013
470,24.9737092720616,2010-01-23 00:00:00.000000014
471,20.2566068371654,2010-01-23 00:00:00.000000015
472,13.3619105547806,2010-01-23 00:00:00.000000016
473,4.85741002207415,2010-01-23 00:00:00.000000017
474,-4.76503954593849,2010-01-23 00:00:00.000000018
475,-15.111815894915098,2010-01-23 00:00:00.000000019
476,-25.8563699114918,2010-01-23 00:00:00.000000020
477,-36.680356509782,2010-01-23 00:00:00.000000021
478,-47.1730462500296,2010-01-23 00:00:00.000000022
479,-56.617499898524706,2010-01-23 00:00:00.000000023
480,-63.5384180749705,2010-01-24 00:00:00.000000000
481,-65.4980161276864,2010-01-24 00:00:00.000000001
482,-61.4189052543248,2010-01-24 00:00:00.000000002
483,-53.3185104885162,2010-01-24 00:00:00.000000003
484,-43.3620921954821,2010-01-24 00:00:00.000000004
485,-32.676949916264,2010-01-24 00:00:00.000000005
486,-21.828969057044702,2010-01-24 00:00:00.000000006
487,-11.1777198648896,2010-01-24 00:00:00.000000007
488,-1.03514225990219,2010-01-24 00:00:00.000000008
489,8.25364850889096,2010-01-24 00:00:00.000000009
490,16.260554863926803,2010-01-24 00:00:00.000000010
491,22.4572138313378,2010-01-24 00:00:00.000000011
492,26.2681930430367,2010-01-24 00:00:00.000000012
493,27.2337271187847,2010-01-24 00:00:00.000000013
494,25.221213544028302,2010-01-24 00:00:00.000000014
495,20.499593907845,2010-01-24 00:00:00.000000015
496,13.5948758600668,2010-01-24 00:00:00.000000016
497,5.078786391978969,2010-01-24 00:00:00.000000017
498,-4.55414711754774,2010-01-24 00:00:00.000000018
499,-14.908655934102399,2010-01-24 00:00:00.000000019
500,-25.656938243503898,2010-01-24 00:00:00.000000020
501,-36.4792173486544,2010-01-24 00:00:00.000000021
502,-46.9628174637978,2010-01-24 00:00:00.000000022
503,-56.389357878484,2010-01-24 00:00:00.000000023
504,-63.2906912644301,2010-01-25 00:00:00.000000000
